id,itemTime,1,2,3,4,correct,type,sentence
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419455906025,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419455946206,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419455971742,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419455984086,0,0.0,-3.0,,False,control,There are no connections from the rectangles to the letter.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419455994604,0,-2.0,,,False,control,There are more than three circles.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419456003392,0,0.0,-3.0,,False,critical,The letter is connected to some of the rectangles.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419456015411,0,0.0,0.0,-4.0,False,control,The bell is connected to more than half of the triangles.
AKO4O0L9613K5:3FPRZHYEPZFID38JWKIFQWL7CLJV36,1419456029125,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456372635,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456381555,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456389490,0,2.0,,,True,critical,The bell is connected to some of the triangles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456398251,0,0.0,0.0,4.0,True,control,The scissors are not connected to more than 3 of the circles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456404130,1,,,,True,control,There are more than three rectangles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456410562,0,2.0,,,True,control,There are no connections from the circles to the scissors.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456423882,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
AOAZMLP27GD81:3MYYFCXHJ4FKD21S73OC00A336SG4O,1419456427595,0,2.0,,,True,critical,The bell is connected to some of the triangles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455903299,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455907973,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455914720,0,2.0,,,True,control,There are no connections from the triangles to the bell.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455917118,1,,,,True,control,There are more than three circles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455920510,0,2.0,,,True,critical,The scissors are connected to some of the circles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455925435,0,0.0,0.0,4.0,True,control,The bell is not connected to more than 3 of the triangles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455932996,0,0.0,3.0,,True,control,The scissors are connected to more than half of the circles.
ASB8T0H7L99RF:39LOEL67OTDK2RC6OR75YI1Z1NJ83F,1419455936133,0,2.0,,,True,critical,The bell is connected to some of the triangles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431019244,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431044804,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431063131,0,2.0,,,True,critical,The scissors are connected to some of the circles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431076995,0,2.0,,,True,control,There are no connections from the triangles to the bell.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431106660,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431115269,1,,,,True,control,There are more than three circles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431126619,0,0.0,0.0,-4.0,False,control,The letter is connected to more than half of the rectangles.
AVI7K876BV3QL:3X73LLYYQ2MKZ6699ELQK9S49NRNHG,1419431134395,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455875343,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455895597,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455911477,0,0.0,3.0,,True,control,The bell is connected to more than half of the triangles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455924932,0,0.0,0.0,4.0,True,critical,The scissors are connected to some of the circles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455931644,0,2.0,,,True,control,There are no connections from the rectangles to the letter.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455936548,1,,,,True,control,There are more than three circles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455944522,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
AXZ2RM4ANINXM:369J354OFEIYSP56QRHRXYUHZXYG69,1419455950731,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455802276,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455842452,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455869039,1,,,,True,control,There are more than three triangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455880178,0,-2.0,,,False,control,There are no connections from the triangles to the bell.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455887925,0,2.0,,,True,critical,The letter is connected to some of the rectangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455902014,0,0.0,0.0,-4.0,False,control,The letter is not connected to more than 3 of the rectangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455909691,0,0.0,0.0,-4.0,False,control,The bell is connected to more than half of the triangles.
AYPDBZJ4NVAPC:3AMW0RGHOEACCN4XSRTVTIUVVE9PNV,1419455917456,0,2.0,,,True,critical,The bell is connected to some of the triangles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430416819,0,0.0,0.0,4.0,True,training,The letter is not connected to any of the rectangles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430438900,0,0.0,3.0,,True,training,The bell is connected to at most two of the triangles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430465376,0,0.0,0.0,4.0,True,critical,The letter is connected to some of the rectangles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430485366,0,0.0,0.0,4.0,True,control,The letter is not connected to more than 3 of the rectangles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430495413,0,0.0,0.0,-4.0,False,control,There are more than three circles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430503864,0,0.0,0.0,-4.0,False,control,The scissors are connected to more than half of the circles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430513256,0,0.0,0.0,4.0,True,critical,The bell is connected to some of the triangles.
AZIY6IFOS4CVC:3FE7TXL1LJV1NDGJ6LA01ZH7PFWQ2O,1419430520485,0,0.0,-3.0,,False,control,There are no connections from the rectangles to the letter.
